nombre;estacion;evento;tiempo;max;min;promedio;stdev;latitud;longitud;fecha;hora
escenario2/data/HY/2018-03-04-0532-30S.LC05__001_00_01;LC05;HY;10;-109;-122;-115.652;1.684011876;-23.357636;-67.76967;2018-03-04;053230
escenario2/data/HY/2018-03-04-2118-44S.LC05__001_00_01;LC05;HY;76;61;46;52.85296053;1.814132509;-23.357636;-67.76967;2018-03-04;211844
escenario2/data/HY/2018-03-06-0544-55S.LC05__001_00_01;LC05;HY;45;-108;-120;-114.6363333;1.515428762;-23.357636;-67.76967;2018-03-06;054455
escenario2/data/HY/2018-03-08-2155-43S.LC09__001_00_01;LC09;HY;72;38;-28;4.304513889;5.07332147;-23.334163;-67.750619;2018-03-08;215543
escenario2/data/HY/2018-03-09-0614-52S.LC10__001_00_01;LC10;HY;58;1878;-2927;-237.0526724;259.7905856;-23.371784;-67.734025;2018-03-09;061452
escenario2/data/HY/2018-03-09-1944-45S.LC05__001_00_01;LC05;HY;30;60;43;50.878;1.914797465;-23.357636;-67.76967;2018-03-09;194445
escenario2/data/HY/2018-03-09-2134-23S.LC10__001_00_01;LC10;HY;11;-4;-111;-61.82818182;10.02245326;-23.371784;-67.734025;2018-03-09;213423
escenario2/data/HY/2018-03-10-0105-50S.LC10__001_00_01;LC10;HY;35;-161;-228;-197.2304286;6.579658249;-23.371784;-67.734025;2018-03-10;010550
escenario2/data/HY/2018-03-10-1907-49S.LC10__001_00_01;LC10;HY;57;165;13;86.3872807;20.67903667;-23.371784;-67.734025;2018-03-10;190749
escenario2/data/HY/2018-03-10-2146-56S.LC10__001_00_01;LC10;HY;18;-8;-45;-26.76277778;4.078446471;-23.371784;-67.734025;2018-03-10;214656
escenario2/data/HY/2018-03-11-0115-53S.LC10__001_00_01;LC10;HY;14;-162;-191;-176.0739286;3.369384046;-23.371784;-67.734025;2018-03-11;011553
escenario2/data/HY/2018-03-11-0549-15S.LC10__001_00_01;LC10;HY;28;-173;-205;-190.0166071;3.014768871;-23.371784;-67.734025;2018-03-11;054915
escenario2/data/HY/2018-03-11-1229-02S.LC10__001_00_01;LC10;HY;53;92;-341;-110.6383019;17.15627189;-23.371784;-67.734025;2018-03-11;122902
escenario2/data/HY/2018-03-12-0654-15S.LC10__001_00_01;LC10;HY;85;-148;-237;-192.6182941;5.190115665;-23.371784;-67.734025;2018-03-12;065415
escenario2/data/HY/2018-03-12-1745-28S.LC10__001_00_01;LC10;HY;20;444;-206;112.50475;37.11319816;-23.371784;-67.734025;2018-03-12;174528
escenario2/data/HY/2018-03-13-0926-30S.LC10__001_00_01;LC10;HY;22;-132;-277;-207.2209091;12.91383399;-23.371784;-67.734025;2018-03-13;092630
escenario2/data/HY/2018-03-14-0636-44S.LC10__001_00_01;LC10;HY;116;-112;-288;-194.1200431;7.519757539;-23.371784;-67.734025;2018-03-14;063644
escenario2/data/HY/2018-03-15-0409-30S.LC10__001_00_01;LC10;HY;40;-138;-262;-201.733875;7.339536939;-23.371784;-67.734025;2018-03-15;040930
escenario2/data/HY/2018-03-15-1754-50S.B2DA__001_00_01;B2DA;HY;20;7768;-8249;-58.8429;1337.576136;-23.366721;-67.732697;2018-03-15;175450
escenario2/data/HY/2018-03-17-0452-33S.LC10__001_00_01;LC10;HY;11;-114;-277;-191.7972727;15.44252664;-23.371784;-67.734025;2018-03-17;045233
escenario2/data/HY/2018-03-17-0750-45S.LC10__001_00_01;LC10;HY;30;-143;-234;-188.855;6.995306164;-23.371784;-67.734025;2018-03-17;075045
escenario2/data/HY/2018-03-18-2108-23S.LC10__001_00_01;LC10;HY;17;95;-60;18.84647059;18.07874815;-23.371784;-67.734025;2018-03-18;210823
escenario2/data/HY/2018-03-19-0754-05S.LC10__001_00_01;LC10;HY;13;-141;-221;-180.2242308;6.576598181;-23.371784;-67.734025;2018-03-19;075405
escenario2/data/HY/2018-03-19-0921-02S.LC10__001_00_01;LC10;HY;43;-50;-325;-178.3463953;14.67702321;-23.371784;-67.734025;2018-03-19;092102
escenario2/data/HY/2018-03-20-0420-10S.LC10__001_00_01;LC10;HY;25;-135;-234;-186.2468;6.367408402;-23.371784;-67.734025;2018-03-20;042010
escenario2/data/HY/2018-03-20-1243-18S.LC10__001_00_01;LC10;HY;62;-63;-133;-98.20782258;7.34395429;-23.371784;-67.734025;2018-03-20;124318
escenario2/data/HY/2018-03-20-1920-37S.LC10__001_00_01;LC10;HY;25;277;-37;122.2052;20.93933841;-23.371784;-67.734025;2018-03-20;192037
escenario2/data/HY/2018-03-21-0439-10S.LC10__001_00_01;LC10;HY;22;-140;-226;-185.165;6.560733918;-23.371784;-67.734025;2018-03-21;043910
escenario2/data/HY/2018-03-21-0554-38S.B2DA__001_00_01;B2DA;HY;10;3591;-4305;-304.0598;602.7609044;-23.366721;-67.732697;2018-03-21;055438
escenario2/data/HY/2018-03-21-0751-29S.LC10__001_00_01;LC10;HY;46;-81;-275;-182.2178261;8.731287298;-23.371784;-67.734025;2018-03-21;075129
escenario2/data/HY/2018-03-22-0748-24S.LC10__001_00_01;LC10;HY;121;29;-432;-191.2542562;17.09449015;-23.371784;-67.734025;2018-03-22;074824
escenario2/data/HY/2018-03-22-2051-00S.LC10__001_00_01;LC10;HY;70;71;-60;5.520142857;10.99415533;-23.371784;-67.734025;2018-03-22;205100
escenario2/data/HY/2018-03-23-0034-05S.LC10__001_00_01;LC10;HY;40;-98;-235;-167.27125;13.42585839;-23.371784;-67.734025;2018-03-23;003405
escenario2/data/HY/2018-03-23-2131-24S.LC10__001_00_01;LC10;HY;106;24;-164;-70.47537736;18.14163764;-23.371784;-67.734025;2018-03-23;213124
escenario2/data/HY/2018-03-24-0738-45S.LC10__001_00_01;LC10;HY;23;-98;-298;-215.4804348;15.76256048;-23.371784;-67.734025;2018-03-24;073845
escenario2/data/HY/2018-03-24-2045-38S.LC10__001_00_01;LC10;HY;80;-3;-216;-103.6594375;19.12550208;-23.371784;-67.734025;2018-03-24;204538
escenario2/data/HY/2018-03-25-1002-15S.LC10__001_00_01;LC10;HY;15;-248;-271;-257.9706667;2.766310339;-23.371784;-67.734025;2018-03-25;100215
escenario2/data/HY/2018-03-25-2235-30S.LC05__001_00_01;LC05;HY;20;22;2;11.9365;2.021130315;-23.357636;-67.76967;2018-03-25;223530
escenario2/data/HY/2018-03-26-1230-16S.LC10__001_00_01;LC10;HY;31;820;-902;-164.3622581;81.34388806;-23.371784;-67.734025;2018-03-26;123016
escenario2/data/HY/2018-03-28-0014-43S.LC10__001_00_01;LC10;HY;77;224;-511;-172.0855195;46.54709692;-23.371784;-67.734025;2018-03-28;001443
escenario2/data/HY/2018-03-29-0002-00S.LC10__001_00_01;LC10;HY;17;-169;-197;-181.0644118;3.355456216;-23.371784;-67.734025;2018-03-29;000200
escenario2/data/HY/2018-04-01-0103-52S.LC10__001_00_01;LC10;HY;12;-44;-330;-205.12875;27.4162757;-23.371784;-67.734025;2018-04-01;010352
escenario2/data/HY/2018-04-01-0340-48S.LC10__001_00_01;LC10;HY;22;-117;-318;-220.0831818;13.84834709;-23.371784;-67.734025;2018-04-01;034048
escenario2/data/HY/2018-04-01-1031-40S.LC10__001_00_01;LC10;HY;50;-218;-261;-243.3356;4.526563005;-23.371784;-67.734025;2018-04-01;103140
escenario2/data/HY/2018-04-01-1722-46S.LC10__001_00_01;LC10;HY;64;64;-66;-4.532578125;12.95835401;-23.371784;-67.734025;2018-04-01;172246
escenario2/data/HY/2018-04-02-0655-13S.LC10__001_00_01;LC10;HY;37;-212;-259;-233.4336486;4.580177937;-23.371784;-67.734025;2018-04-02;065513
escenario2/data/HY/2018-04-03-0945-22S.LC10__001_00_01;LC10;HY;23;-202;-280;-235.0628261;6.869764303;-23.371784;-67.734025;2018-04-03;094522
escenario2/data/HY/2018-04-04-0158-15S.LC10__001_00_01;LC10;HY;35;-177;-266;-220.4302857;7.755771855;-23.371784;-67.734025;2018-04-04;015815
escenario2/data/HY/2018-04-04-1204-07S.LC10__001_00_01;LC10;HY;23;-55;-466;-222.0921739;26.74914431;-23.371784;-67.734025;2018-04-04;120407
escenario2/data/HY/2018-04-04-1454-22S.LC10__001_00_01;LC10;HY;28;403;-434;-8.436785714;73.79774922;-23.371784;-67.734025;2018-04-04;145422
escenario2/data/HY/2018-04-04-2113-20S.LC10__001_00_01;LC10;HY;80;-78;-159;-122.213;9.107545279;-23.371784;-67.734025;2018-04-04;211320
escenario2/data/HY/2018-04-05-0636-52S.LC10__001_00_01;LC10;HY;33;-212;-289;-245.3610606;6.711168807;-23.371784;-67.734025;2018-04-05;063652
escenario2/data/HY/2018-04-06-0540-23S.LC10__001_00_01;LC10;HY;69;-135;-334;-230.2005072;10.33832814;-23.371784;-67.734025;2018-04-06;054023
escenario2/data/HY/2018-04-06-1328-57S.LC10__001_00_01;LC10;HY;53;-10;-160;-80.32122642;9.80283567;-23.371784;-67.734025;2018-04-06;132857
escenario2/data/HY/2018-04-08-1744-05S.LC10__001_00_01;LC10;HY;25;87;38;63.2142;4.589370149;-23.371784;-67.734025;2018-04-08;174405
escenario2/data/HY/2018-04-10-1909-31S.LC10__001_00_01;LC10;HY;52;151;-52;47.50913462;18.23920949;-23.371784;-67.734025;2018-04-10;190931
escenario2/data/HY/2018-04-10-2020-54S.LC10__001_00_01;LC10;HY;59;42;-66;-7.164830508;10.22855924;-23.371784;-67.734025;2018-04-10;202054
escenario2/data/HY/2018-04-11-0527-20S.LC10__001_00_01;LC10;HY;35;208;-605;-187.553;49.45090832;-23.371784;-67.734025;2018-04-11;052720
escenario2/data/HY/2018-04-12-0332-03S.LC10__001_00_01;LC10;HY;37;-170;-216;-193.8205405;3.448377563;-23.371784;-67.734025;2018-04-12;033203
escenario2/data/HY/2018-04-12-1943-28S.LC10__001_00_01;LC10;HY;30;147;-36;61.53133333;12.63121866;-23.371784;-67.734025;2018-04-12;194328
escenario2/data/HY/2018-04-13-0033-08S.LC10__001_00_01;LC10;HY;26;-148;-188;-165.7494231;3.045693627;-23.371784;-67.734025;2018-04-13;003308
escenario2/data/HY/2018-04-13-0651-21S.LC10__001_00_01;LC10;HY;20;-158;-243;-202.73125;10.0012011;-23.371784;-67.734025;2018-04-13;065121
escenario2/data/HY/2018-04-13-2145-03S.LC10__001_00_01;LC10;HY;72;-21;-135;-77.96875;8.993986948;-23.371784;-67.734025;2018-04-13;214503
escenario2/data/HY/2018-04-14-0406-25S.LC10__001_00_01;LC10;HY;265;-170;-217;-197.349;3.12652543;-23.371784;-67.734025;2018-04-14;040625
escenario2/data/HY/2018-04-14-0414-29S.LC10__001_00_01;LC10;HY;92;-163;-248;-197.8404348;3.96364948;-23.371784;-67.734025;2018-04-14;041429
escenario2/data/HY/2018-04-14-0728-00S.LC10__001_00_01;LC10;HY;35;-183;-239;-209.7877143;5.763834827;-23.371784;-67.734025;2018-04-14;072800
escenario2/data/HY/2018-04-14-1151-56S.LC10__001_00_01;LC10;HY;29;-167;-229;-197.4151724;5.724151267;-23.371784;-67.734025;2018-04-14;115156
escenario2/data/HY/2018-04-15-1845-05S.LC10__001_00_01;LC10;HY;20;87;58;72.03725;3.770193952;-23.371784;-67.734025;2018-04-15;184505
escenario2/data/HY/2018-04-18-1303-01S.LC10__001_00_01;LC10;HY;55;375;-735;-117.4558182;115.577874;-23.371784;-67.734025;2018-04-18;130301
escenario2/data/HY/2018-04-20-0041-05S.LC10__001_00_01;LC10;HY;85;-143;-213;-184.1169412;5.277485592;-23.371784;-67.734025;2018-04-20;004105
escenario2/data/HY/2018-04-20-0520-21S.LC10__001_00_01;LC10;HY;18;-45;-360;-205.4786111;30.31882599;-23.371784;-67.734025;2018-04-20;052021
escenario2/data/HY/2018-04-20-0616-09S.LC10__001_00_01;LC10;HY;111;-155;-252;-207.616982;4.843488235;-23.371784;-67.734025;2018-04-20;061609
escenario2/data/HY/2018-04-20-1215-23S.LC10__001_00_01;LC10;HY;67;4;-363;-186.5272388;17.86946879;-23.371784;-67.734025;2018-04-20;121523
escenario2/data/HY/2018-04-20-2312-18S.LC10__001_00_01;LC10;HY;17;-19;-294;-157.2832353;28.36995223;-23.371784;-67.734025;2018-04-20;231218
escenario2/data/HY/2018-04-21-1017-16S.B2DA__001_00_01;B2DA;HY;10;223;-878;-332.2536;104.3606788;-23.366721;-67.732697;2018-04-21;101716
escenario2/data/HY/2018-04-21-1019-50S.LC10__001_00_01;LC10;HY;69;-147;-273;-211.8654348;7.092970149;-23.371784;-67.734025;2018-04-21;101950
escenario2/data/HY/2018-04-24-0355-41S.LC10__001_00_01;LC10;HY;29;-155;-256;-203.8703448;10.12062165;-23.371784;-67.734025;2018-04-24;035541
escenario2/data/HY/2018-04-24-0513-50S.B2DA__001_00_01;B2DA;HY;93;2065;-2310;-328.9146882;260.9441701;-23.366721;-67.732697;2018-04-24;051350
escenario2/data/HY/2018-04-25-0622-06S.LC10__001_00_01;LC10;HY;14;-179;-268;-222.3625;6.61899492;-23.371784;-67.734025;2018-04-25;062206
escenario2/data/HY/2018-04-26-0734-09S.LC10__001_00_01;LC10;HY;44;-123;-225;-182.6010227;8.145566214;-23.371784;-67.734025;2018-04-26;073409
escenario2/data/HY/2018-04-27-1406-40S.LC10__001_00_01;LC10;HY;32;-49;-98;-77.76921875;2.794138287;-23.371784;-67.734025;2018-04-27;140640
escenario2/data/HY/2018-04-27-1751-14S.LC10__001_00_01;LC10;HY;20;135;-18;57.17125;17.53333749;-23.371784;-67.734025;2018-04-27;175114
escenario2/data/HY/2018-04-29-0147-32S.LC10__001_00_01;LC10;HY;63;-135;-250;-194.582619;7.939743277;-23.371784;-67.734025;2018-04-29;014732
escenario2/data/HY/2018-04-29-0537-05S.LC10__001_00_01;LC10;HY;35;-143;-253;-200.2978571;7.775033007;-23.371784;-67.734025;2018-04-29;053705
escenario2/data/HY/2018-04-29-0710-40S.LC10__001_00_01;LC10;HY;81;-157;-252;-205.7745679;5.126346387;-23.371784;-67.734025;2018-04-29;071040
escenario2/data/HY/2018-04-29-2306-41S.LC10__001_00_01;LC10;HY;29;-116;-246;-180.9296552;12.19725308;-23.371784;-67.734025;2018-04-29;230641
escenario2/data/HY/2018-05-01-1915-28S.LC10__001_00_01;LC10;HY;117;84;-20;30.89636752;9.919116679;-23.371784;-67.734025;2018-05-01;191528
escenario2/data/HY/2018-05-01-1935-40S.LC10__001_00_01;LC10;HY;70;174;-151;17.67478571;17.55018986;-23.371784;-67.734025;2018-05-01;193540
escenario2/data/HY/2018-05-01-2155-15S.LC10__001_00_01;LC10;HY;45;1815;-1992;-122.4531111;250.0015156;-23.371784;-67.734025;2018-05-01;215515
escenario2/data/HY/2018-05-02-0050-00S.LC10__001_00_01;LC10;HY;70;-46;-319;-182.6010714;16.33328544;-23.371784;-67.734025;2018-05-02;005000
escenario2/data/HY/2018-05-02-0129-40S.LC10__001_00_01;LC10;HY;40;-68;-309;-185.154375;20.82415168;-23.371784;-67.734025;2018-05-02;012940
escenario2/data/HY/2018-05-02-0710-30S.LC10__001_00_01;LC10;HY;40;701;-943;-198.845125;117.5659821;-23.371784;-67.734025;2018-05-02;071030
escenario2/data/HY/2018-05-02-1038-50S.LC10__001_00_01;LC10;HY;40;-35;-387;-217.9455;18.60051155;-23.371784;-67.734025;2018-05-02;103850
escenario2/data/HY/2018-05-02-1132-40S.LC10__001_00_01;LC10;HY;40;-43;-389;-219.743125;22.29912869;-23.371784;-67.734025;2018-05-02;113240
escenario2/data/HY/2018-05-02-2121-10S.LC10__001_00_01;LC10;HY;35;12;-229;-100.8697143;12.72111394;-23.371784;-67.734025;2018-05-02;212110
escenario2/data/HY/2018-05-03-0642-10S.LC10__001_00_01;LC10;HY;60;-183;-266;-225.2321667;6.560736644;-23.371784;-67.734025;2018-05-03;064210
escenario2/data/HY/2018-05-03-1956-40S.LC10__001_00_01;LC10;HY;60;114;-151;-19.7705;15.21210033;-23.371784;-67.734025;2018-05-03;195640
escenario2/data/HY/2018-05-04-0325-25S.LC10__001_00_01;LC10;HY;25;-204;-255;-229.1272;5.795948599;-23.371784;-67.734025;2018-05-04;032525
escenario2/data/HY/2018-05-04-2039-40S.LC10__001_00_01;LC10;HY;40;33;-181;-85.110125;14.09253339;-23.371784;-67.734025;2018-05-04;203940
escenario2/data/HY/2018-05-05-0608-50S.LC10__001_00_01;LC10;HY;50;-132;-362;-240.5249;16.20380141;-23.371784;-67.734025;2018-05-05;060850
escenario2/data/HY/2018-05-05-0755-00S.LC10__001_00_01;LC10;HY;50;-166;-316;-245.1638;7.601734642;-23.371784;-67.734025;2018-05-05;075500
escenario2/data/HY/2018-05-07-0058-05S.B2DA__001_00_01;B2DA;HY;25;785;-1466;-340.54592;249.2279565;-23.366721;-67.732697;2018-05-07;005805
escenario2/data/HY/2018-05-07-1221-20S.LC10__001_00_01;LC10;HY;70;-186;-237;-212.0832143;3.954292924;-23.371784;-67.734025;2018-05-07;122120
escenario2/data/HY/2018-05-07-1323-20S.LC10__001_00_01;LC10;HY;40;231;-596;-148.595875;41.00981965;-23.371784;-67.734025;2018-05-07;132320
escenario2/data/HY/2018-05-07-2048-50S.LC10__001_00_01;LC10;HY;15;4;-186;-99.37033333;15.15002266;-23.371784;-67.734025;2018-05-07;204850
escenario2/data/HY/2018-05-07-2149-20S.LC10__001_00_01;LC10;HY;25;-117;-226;-159.5744;5.80927402;-23.371784;-67.734025;2018-05-07;214920
escenario2/data/HY/2018-05-08-1233-00S.LC10__001_00_01;LC10;HY;50;231;-695;-215.2647;52.56769192;-23.371784;-67.734025;2018-05-08;123300
escenario2/data/HY/2018-05-08-1747-13S.LC10__001_00_01;LC10;HY;107;30;-76;-23.65471963;8.703972998;-23.371784;-67.734025;2018-05-08;174713
escenario2/data/HY/2018-05-10-1927-40S.LC10__001_00_01;LC10;HY;40;-53;-182;-117.269375;14.22848594;-23.371784;-67.734025;2018-05-10;192740
escenario2/data/HY/2018-05-12-1050-54S.LC10__001_00_01;LC10;HY;66;-198;-284;-240.7940152;5.292382513;-23.371784;-67.734025;2018-05-12;105054
escenario2/data/HY/2018-05-12-2352-50S.LC10__001_00_01;LC10;HY;30;-102;-319;-214.091;10.33005578;-23.371784;-67.734025;2018-05-12;235250
escenario2/data/HY/2018-05-13-0117-20S.LC10__001_00_01;LC10;HY;100;-135;-325;-227.2883;7.204192051;-23.371784;-67.734025;2018-05-13;011720
escenario2/data/HY/2018-05-13-2146-53S.LC10__001_00_01;LC10;HY;22;-139;-186;-163.5522727;5.483777258;-23.371784;-67.734025;2018-05-13;214653
escenario2/data/HY/2018-05-15-0711-30S.LC10__001_00_01;LC10;HY;50;-219;-260;-237.5347;4.20297465;-23.371784;-67.734025;2018-05-15;071130
escenario2/data/HY/2018-05-16-0613-20S.LC10__001_00_01;LC10;HY;100;-198;-290;-245.532;5.953198804;-23.371784;-67.734025;2018-05-16;061320
escenario2/data/HY/2018-05-16-2128-50S.LC10__001_00_01;LC10;HY;20;-114;-171;-137.966;5.186602356;-23.371784;-67.734025;2018-05-16;212850
escenario2/data/HY/2018-05-17-0758-40S.LC10__001_00_01;LC10;HY;40;-67;-386;-230.602875;19.15486013;-23.371784;-67.734025;2018-05-17;075840
escenario2/data/HY/2018-05-17-1010-10S.LC10__001_00_01;LC10;HY;30;-146;-324;-233.334;13.3034373;-23.371784;-67.734025;2018-05-17;101010
escenario2/data/HY/2018-05-17-2333-00S.B2DA__001_00_01;B2DA;HY;80;333;-1025;-336.51005;90.63328996;-23.366721;-67.732697;2018-05-17;233300
escenario2/data/HY/2018-05-19-0755-15S.LC10__001_00_01;LC10;HY;15;-213;-284;-247.7173333;7.770720659;-23.371784;-67.734025;2018-05-19;075515
escenario2/data/HY/2018-05-19-2240-10S.LC10__001_00_01;LC10;HY;30;-9;-362;-193.6565;25.86300139;-23.371784;-67.734025;2018-05-19;224010
escenario2/data/HY/2018-05-20-0618-50S.LC10__001_00_01;LC10;HY;60;-83;-353;-227.8414167;10.24858208;-23.371784;-67.734025;2018-05-20;061850
escenario2/data/HY/2018-05-20-1829-53S.LC10__001_00_01;LC10;HY;67;29;-58;-15.355;7.639802808;-23.371784;-67.734025;2018-05-20;182953
escenario2/data/HY/2018-05-20-2310-00S.LC10__001_00_01;LC10;HY;40;286;-769;-207.26575;62.24390634;-23.371784;-67.734025;2018-05-20;231000
escenario2/data/HY/2018-05-21-0603-46S.LC10__001_00_01;LC10;HY;24;149;-560;-243.223125;47.71579061;-23.371784;-67.734025;2018-05-21;060346
escenario2/data/HY/2018-05-21-1122-30S.LC10__001_00_01;LC10;HY;60;-196;-284;-239.189;5.518237551;-23.371784;-67.734025;2018-05-21;112230
escenario2/data/HY/2018-05-22-0527-00S.LC10__001_00_01;LC10;HY;20;-84;-375;-242.467;23.11334919;-23.371784;-67.734025;2018-05-22;052700
escenario2/data/HY/2018-05-22-1724-40S.LC10__001_00_01;LC10;HY;30;90;-29;29.0795;7.205103267;-23.371784;-67.734025;2018-05-22;172440
escenario2/data/HY/2018-05-24-0320-50S.LC10__001_00_01;LC10;HY;40;-140;-380;-257.040625;18.73096299;-23.371784;-67.734025;2018-05-24;032050
escenario2/data/HY/2018-05-24-0933-00S.LC10__001_00_01;LC10;HY;60;1305;-1733;-273.04475;166.6852085;-23.371784;-67.734025;2018-05-24;093300
escenario2/data/HY/2018-05-24-1811-20S.LC10__001_00_01;LC10;HY;40;106;-174;-34.005875;20.75278513;-23.371784;-67.734025;2018-05-24;181120
escenario2/data/HY/2018-05-25-1845-10S.LC10__001_00_01;LC10;HY;80;29;-33;-5.3634375;4.133049804;-23.371784;-67.734025;2018-05-25;184510
escenario2/data/HY/2018-05-25-2000-20S.LC10__001_00_01;LC10;HY;120;-41;-100;-66.81875;6.659415523;-23.371784;-67.734025;2018-05-25;200020
escenario2/data/HY/2018-06-02-0010-48S.LC10__001_00_01;LC10;HY;12;-211;-272;-241.1225;6.371223882;-23.371784;-67.734025;2018-06-02;001048
escenario2/data/HY/2018-06-08-1104-20S.LC10__001_00_01;LC10;HY;40;-199;-307;-254.174375;6.997908142;-23.371784;-67.734025;2018-06-08;110420
escenario2/data/HY/2018-06-16-2204-10S.LC10__001_00_01;LC10;HY;90;-146;-254;-207.3857778;5.220787292;-23.371784;-67.734025;2018-06-16;220410
escenario2/data/HY/2018-06-19-0351-20S.LC10__001_00_01;LC10;HY;30;-219;-273;-246.0981667;5.497987205;-23.371784;-67.734025;2018-06-19;035120
escenario2/data/HY/2018-06-20-1832-10S.LC10__001_00_01;LC10;HY;70;-23;-83;-52.24778571;5.351457955;-23.371784;-67.734025;2018-06-20;183210
escenario2/data/HY/2018-06-20-1833-36S.LC09__001_00_01;LC09;HY;64;59;33;46.36226563;2.775382495;-23.334163;-67.750619;2018-06-20;183336
escenario2/data/HY/2018-06-21-1205-50S.LC10__001_00_01;LC10;HY;10;-221;-287;-256.673;6.583849254;-23.371784;-67.734025;2018-06-21;120550
escenario2/data/HY/2018-06-21-2014-00S.LC10__001_00_01;LC10;HY;100;-69;-119;-93.7055;4.748301775;-23.371784;-67.734025;2018-06-21;201400
escenario2/data/HY/2018-06-22-2038-00S.LC10__001_00_01;LC10;HY;110;-105;-178;-143.0088636;7.271492505;-23.371784;-67.734025;2018-06-22;203800
escenario2/data/HY/2018-06-22-2108-10S.LC10__001_00_01;LC10;HY;80;-143;-183;-164.786375;4.818842118;-23.371784;-67.734025;2018-06-22;210810
escenario2/data/HY/2018-06-22-2116-20S.LC09__001_00_01;LC09;HY;60;-13;-59;-34.63625;2.767809472;-23.334163;-67.750619;2018-06-22;211620
escenario2/data/HY/2018-06-28-0347-47S.LC10__001_00_01;LC10;HY;18;-215;-281;-250.6;6.372030899;-23.371784;-67.734025;2018-06-28;034747
escenario2/data/HY/2018-07-06-1121-22S.LC10__001_00_01;LC10;HY;13;-208;-289;-247.6976923;9.155208399;-23.371784;-67.734025;2018-07-06;112122
escenario2/data/HY/2018-07-07-2022-45S.LC10__001_00_01;LC10;HY;95;-71;-145;-108.5911053;8.353014888;-23.371784;-67.734025;2018-07-07;202245
escenario2/data/HY/2018-07-09-1043-24S.LC05__001_00_01;LC05;HY;14;177;-731;-171.8717857;63.16684531;-23.357636;-67.76967;2018-07-09;104324
escenario2/data/HY/2018-07-09-1919-42S.LC10__001_00_01;LC10;HY;98;1;-68;-35.56663265;5.794222042;-23.371784;-67.734025;2018-07-09;191942
escenario2/data/HY/2018-07-21-0606-40S.LC06__001_00_01;LC06;HY;140;-134;-247;-190.1181429;11.24943044;-23.395901;-67.709903;2018-07-21;060640
escenario2/data/HY/2018-07-28-0600-22S.LC10__001_00_01;LC10;HY;14;-149;-290;-229.5682143;15.80143496;-23.371784;-67.734025;2018-07-28;060022
escenario2/data/HY/2018-07-31-1814-38S.LC10__001_00_01;LC10;HY;69;-93;-186;-134.5976812;8.641676593;-23.371784;-67.734025;2018-07-31;181438
escenario2/data/HY/2018-08-04-1842-03S.LC06__001_00_01;LC06;HY;67;-171;-201;-185.2353731;3.592733474;-23.395901;-67.709903;2018-08-04;184203
escenario2/data/HY/2018-08-04-1844-00S.LC05__001_00_01;LC05;HY;170;-147;-170;-159.5356471;2.537986672;-23.357636;-67.76967;2018-08-04;184400
escenario2/data/HY/2018-08-05-1755-34S.LC09__001_00_01;LC09;HY;46;-125;-148;-137.0697826;2.560129064;-23.334163;-67.750619;2018-08-05;175534
escenario2/data/HY/2018-08-07-1415-29S.LC05__001_00_01;LC05;HY;13;-149;-161;-156.0557692;1.590224157;-23.357636;-67.76967;2018-08-07;141529
escenario2/data/HY/2018-08-09-2122-30S.LC05__001_00_01;LC05;HY;80;-139;-166;-156.363;2.380200832;-23.357636;-67.76967;2018-08-09;212230
escenario2/data/HY/2018-08-12-2021-30S.LC04__001_00_01;LC04;HY;85;-9;-81;-45.42717647;5.93228378;-23.32962;-67.793049;2018-08-12;202130
escenario2/data/HY/2018-08-14-2053-28S.LC05__001_00_01;LC05;HY;62;-124;-203;-155.3295161;4.09403182;-23.357636;-67.76967;2018-08-14;205328
escenario2/data/HY/2018-08-19-1737-58S.LC09__001_00_01;LC09;HY;82;36;4;21.38195122;3.263148427;-23.334163;-67.750619;2018-08-19;173758
escenario2/data/HY/2018-08-19-1741-46S.LC04__001_00_01;LC04;HY;64;29;-85;-26.33234375;13.19693445;-23.32962;-67.793049;2018-08-19;174146
escenario2/data/HY/2018-08-19-2019-59S.LC04__001_00_01;LC04;HY;101;-8;-33;-19.87589109;2.87284882;-23.32962;-67.793049;2018-08-19;201959
escenario2/data/HY/2018-08-22-2207-00S.LC05__001_00_01;LC05;HY;70;-104;-125;-115.058;2.189502618;-23.357636;-67.76967;2018-08-22;220700
escenario2/data/HY/2018-08-23-2125-40S.LC05__001_00_01;LC05;HY;60;-90;-121;-104.3770833;3.294549766;-23.357636;-67.76967;2018-08-23;212540
escenario2/data/HY/2018-08-27-1242-47S.LC05__001_00_01;LC05;HY;113;-163;-194;-177.9102212;2.67693226;-23.357636;-67.76967;2018-08-27;124247
escenario2/data/HY/2018-08-27-1736-50S.LC05__001_00_01;LC05;HY;69;-53;-99;-75.66427536;5.81847126;-23.357636;-67.76967;2018-08-27;173650
escenario2/data/HY/2018-08-28-1808-30S.LC05__001_00_01;LC05;HY;100;-56;-115;-86.1603;6.623692619;-23.357636;-67.76967;2018-08-28;180830
escenario2/data/HY/2018-08-28-2122-36S.LC05__001_00_01;LC05;HY;84;-69;-113;-91.21291667;7.169443248;-23.357636;-67.76967;2018-08-28;212236
escenario2/data/HY/2018-08-31-2037-50S.LC04__001_00_01;LC04;HY;70;29;-54;-13.60642857;9.180917404;-23.32962;-67.793049;2018-08-31;203750
